tweet,label
"Teenage daughters and I learned how to play ""Cataan"" tonight.  So much fun!  @AnneWheaton, thanks to Wil and @tabletop, it was very easy to learn!  We look forward to playing again!",not_sarcastic
Republicans have nobody to blame but themselves.  They allowed this to happen. https://t.co/wkvmsb6LFo,not_sarcastic
"What an asshat.  Every college professor I had went by ""Dr"" and absolutely none had a medical degree.  It is the privilege you earn by working tour butt off and completing your doctorate. https://t.co/htd5pj6P15",not_sarcastic
"Watching all these important venues closing over time sucks horribly, but this one hurts. Fuck. #FabricReview",not_sarcastic
"Today's the day, last to chance to sign to show support https://t.co/MsgaINJPVj",not_sarcastic
There's a guy busking with just 2 korg synths playing techno at picadilly circus wearing a cosmic bucket hat. Excellent.,not_sarcastic
This Is Us is the best show ever I recommend 10/10,not_sarcastic
Pls send me funny vines in my dms,not_sarcastic
My mother is going to Bonnaroo today I love her,not_sarcastic
It’s so weird to think about how I thought I was grown in high school,not_sarcastic
I inhaled a bug tonight and I am so freaked out I can’t handle this,not_sarcastic
I forgot how much the notebook makes me cry everytime. Now I’m sitting here on a Friday night with puffy red eyes and im super emotional,not_sarcastic
"@sethrogenvevo I'm not sure exactly how on iPhones, but I know my Android let's me back up my saved voice mail messages on Google drive! I can look into it for you for iPhones",not_sarcastic
"""This is not just a black people issue, this is a HUMAN RIGHTS issue."" Leslie Redmond, President, NAACP Minneapolis",not_sarcastic
Someone stop me from making 700 different holiday desserts today when I'm literally living alone for 2 weeks,not_sarcastic
I really feel bad for all the pups this time of year. 🎇,not_sarcastic
Happy first day of the month friends!!! Don’t forget to change those furnace filters.,not_sarcastic
My hot water heater is no longer hot watering. The Pilot light won’t light at all. The furnace kicks over so I’m getting gas in the house. I tried to clean the thermocouple with no luck. Do you have a favorite plumber I can call in the morning?,not_sarcastic
https://t.co/CHowAGeBsc This review says most everything I think about Teeman's sloppily-argued sexual biography of Gore Vidal.,not_sarcastic
"I know these things take time, but I feel so bad that the cats hiss and growl every time they see each other. I just want them to be friends!",not_sarcastic
Highway signs where they stretch the state shape to fit the numbers in make me irrationally angry,not_sarcastic
"well? where were you, mcu peeps? https://t.co/ZCIvKHY2Va",not_sarcastic
"this sounds about right.  fuck you, kemp. with your grimey ass. https://t.co/j1AfhaxDNa",not_sarcastic
ERROR: 404 https://t.co/xcNCMlnzrm,not_sarcastic
my short term memory has gotten so shit lately but the silver lining is that every time i listen to my playlists i’ve had for months i still get that listening to a good song for the first time feeling,not_sarcastic
"if my emotions were a food, they’d be peeps, just show me the slightest amount of warmth and i will simultaneously melt and be on the verge of exploding",not_sarcastic
i heard marvins room again so naturally i just went ahead and made a whole breakup playlist,not_sarcastic
i am so cute,not_sarcastic
i want grilled cheese but i dont wanna be shittin and fartin,not_sarcastic
i personally think that everybody should lick the hook side of velcro at least once in their life it feels so good,not_sarcastic
City life can be rad and all but I really really miss being able to lay outside and watch the stars at night,not_sarcastic
I've gotten to the point where I take off my glasses in Target to avoid buying things I don't need,not_sarcastic
"Reporting live from the middle of nowhere, Texas: tumbleweeds do exist",not_sarcastic
Listening to other remix entries on previous contests I've entered and then being blindsided by the ones never made public is never fun haha,not_sarcastic
"using loops, building an idea on that loop, and then deleting the loop has been a fun little exercise recently",not_sarcastic
"House grooves are wonderful to work in Both the hard stuff and the really mellow vibes Makes a good sense of rhythm even when the main drums are not a ""fit""",not_sarcastic
"@meganlcook Cook them down with a bunch of olive oil or butter, serve on nice toast with goat cheese or feta and a fried egg. (I'm told pancetta is also a nice addition!)",not_sarcastic
"@SaraMartnezW @xXDevilSeijiXx There is also one apparent love-triangle-ish situation early on involving the main character - just a heads-up that that's *not* the one you're looking for! (I think it's not a spoiler to say that it gets resolved more traditionally, though also satisfyingly.)",not_sarcastic
"@elisekumar @nato_ally Yeah, I feel super out of whack emotionally/sensorily when I'm starting to come down with something, and that's basically what your body thinks is going on at the moment, so... checks out. Hopefully at least knowing what's happening makes it easier to be gentle with yourself.",not_sarcastic
The new album by @kylieminogue  has put me in a good mood. #DISCO,not_sarcastic
"The Invisible Man was pretty good, liked it! Excited/scared to finally watch Deerskin, the last movie I planned to see in a theater before covid killed that hope. #HBOMax",not_sarcastic
Bacon is the solution!,not_sarcastic
"At least I'm used to this side effect from my infusion, and I'm very grateful that I'm not experiencing any of that full body pain I had after my last infusion. The IV steroids must be working!! And tomorrow is day one of a steroid pack",not_sarcastic
When I tell yall I am SOOOOOO fed up with #MainStreetRenewal I mean that!!!!!!!!!!!! Thank GOD we're reaching the end of our lease!!!!!,not_sarcastic
"Johnson &amp; Johnson really be tryna kill you from the time you're a baby. If they don't get you in childhood, they'll try to kill you throughout your entire life. Recalls left and right 😬🥴😂🤦🏽‍♀️",not_sarcastic
Dads always know a bunch of obscure sports facts from the 80's,not_sarcastic
The further we get from the year 2000 the more confused I am about the passage of time,not_sarcastic
Day 1 of working from home: I now have laptop burns on my legs,not_sarcastic
Equalize early and often. (Why is this day shared with Dog day?) #WomensEqualityDay #NationalDogDay #ourfirstfedITM,not_sarcastic
I am Lindt EXCELLENCE! Take the Taste Challenge quiz &amp; find out which Lindt Chocolate you are. https://t.co/UC4L1qnw5U,not_sarcastic
@JesseEagleman10 Thank you for your service and welcome back to the Land of the Free!   Bet you have some great stories!  🇺🇸,not_sarcastic
"Random third grader pointed at me with her whole class lined up, “look, that’s the tallest girl in the world!”",not_sarcastic
A nice thing about not sharing my office with anyone is that I can take a nap at work,not_sarcastic
The usps stamp catalog is incredible,not_sarcastic
I haven’t been to the roxy in a while obviously but DAMN I don’t remember it being this hot in here jesus get some AC,not_sarcastic
in 2017 when the wrecks opened for atl on ✨that✨ tour I knew they were just gonna get better and better and I have been So correct,not_sarcastic
yooo ashton posted elijah on his story 🤩🤩🤩,not_sarcastic
notion please add an annotation tool…I love u so much but the run arounds I gotta do for annotations are insane 😭😭,not_sarcastic
should I continue reading Tokyo revengers or vanitas no carte,not_sarcastic
btw fat ppl realize when u comment “omg such a glow up!!” on someone’s video/post where the only difference between the person before and after is that they lost weight 😐,not_sarcastic
Oscar just snatched the drink of a drunk girl who kept spilling on Chan's pedals. She barely noticed.,not_sarcastic
"4-0 this morning, 0-1 this afternoon. Luck possibly changing.",not_sarcastic
RIP John Hughes,not_sarcastic
"Listen, I get that it’s #BettyWhite’s birthday today, and good for her, but it’s also #JamesEarlJones’s birthday, and I feel like that needs more attention. The man is a legend!",not_sarcastic
"FaceTimed with my parents last night while they were with my 6-year-old nephew. I’ve been missing him like crazy worried about being away from him for months, so I asked him if he remembers me. His response? “I always will.” ❤️❤️❤️",not_sarcastic
"Listen, while @MarieKondo’s folding method saves a lot of space (and it does), it doesn’t save a lot of time. If you have multiple shirts of the same color, you have to unfold each of them to see what’s on the front.",not_sarcastic
"I don’t get the whole Bishop Sycamore thing. I literally have nightmares about being a grown man and playing high school football again, I don’t get why anybody would choose to do that willingly",not_sarcastic
Can anybody explain why all hotel shampoo smells like the taste of grape flavored medicine?,not_sarcastic
Philip Rivers would be extremely entertaining as an announcer,not_sarcastic
"Fuck, an Insomniac developed Wolverine game?!  Someone REALLY wants me to get a PS5.  Probably the corporations *sigh*",not_sarcastic
Tchia is adorable and looks like a sleeper hit,not_sarcastic
"I love professional wrestling, y'all",not_sarcastic
tbh do I even have to come out as gay I feel like my whole existence just speaks for itself,not_sarcastic
very exited to be fully vaxxed tmrw not very excited to be sore 😂,not_sarcastic
FUCK JACOB FREY,not_sarcastic
"just got an A in my actuarial mathematics course,  if that doesnt prove the power of manifestation idk what will",not_sarcastic
my math prof is so fucked up for giving us a midterm tmrw.  i am unwell,not_sarcastic
"ik it’s for the best but wow RIP to my italy study abroad trip, beyond wonderland, my 21st bday, edc, and now @awonderland’s red rocks show 😔",not_sarcastic
did SM change the DCM thumbnail??,not_sarcastic
when i was younger i was restricted to one hour a day on the computer.....how did i survive,not_sarcastic
i think....when packs go on sale....i will buy Get Together and Paranormal?? 🤔 i was actually kind of disappointed with the gameplay i saw in Paranormal but recently i've been craving new careers so,not_sarcastic
happy international lesbian day i love loving women 😍,not_sarcastic
what the fuck is this game everyone is talking about all of a sudden,not_sarcastic
also why do boys gotta carry around gallon jugs full of water get a cute reusable water bottle and stop being so dramatic,not_sarcastic
Chris Krebs: There is no foreign power that is flipping votes. There's no domestic actor flipping votes. I did it right. We did it right. This was a secure election https://t.co/DSIIVYPSoI,not_sarcastic
"So that whole stay at home for Thanksgiving thing?  Not happening, took me 1.5 hours to drive to work instead of my usual 45 minutes... ARGH!!!",not_sarcastic
Michigan certified Biden; trump lost *again* in the PA courts and the official transition is finally going to begin - Happy Thanksgiving!,not_sarcastic
"in elementary school, my parents gave me money for a book and i came home with a beta fish.",not_sarcastic
my current mood is scooby doo in velma’s orange sweater and daphne’s gogo boots,not_sarcastic
i found out about a cat antique shop in wichita falls today and i can’t stop thinking about it,not_sarcastic
What an incredible race #Formula1,not_sarcastic
"Why does the commentator keep calling Adrian, Alisson?",not_sarcastic
Can we sign haaland please or any st who can shoot. Drop Bobby into the mid. We need goals not passes,not_sarcastic
Take half a minion ecstasy and call me in the morning,not_sarcastic
"Idk if this is controversial, but food in ATL is better than food in LA 🥸",not_sarcastic
Idk how ppl discuss their mental health issues openly on the internet,not_sarcastic
Can’t beat a Carry On film 😊,not_sarcastic
Just want to say well done to every single person who has received their A Level results today ❤️,not_sarcastic
So sad to hear about Sarah Harding. Life is way too short ❤️,not_sarcastic
Everytime I exit and reopen the Instagram app it freezes,not_sarcastic
POV you walk into my room at 2am and I'm crawling around on all fours because someone on TikTok did it and had super buff arms,not_sarcastic
I keep seeing people with knockoff skzoo plushies and I just hope they know they're fake ones,not_sarcastic
"Another day, another elementary math equation that people are arguing the answer in the comments on my Facebook feed",not_sarcastic
Random thought: how are “butt dial” and “booty call” such different things yet so similar in wordage?,not_sarcastic
"We are an evolved people.. seriously, can we figure out how to make bathroom doors without a two inch crack so I don’t make eye contact with anyone else while pants-less?",not_sarcastic
This might be the worst government in living memory.   The fact they are still polling ahead must therefore mean we have the worst opposition in living memory.,not_sarcastic
I will be gigging tonight at The Swan in the Rushes in Loughborough.,not_sarcastic
"I don't follow the Women's Super League because my team aren't in. Southampton have built their women's team from grassroots and youth up, rather than just buying their way into the elite. I am proud of them for that.",not_sarcastic
"I've done Christmas alone before and this is the way to do it. Eat what you want, drink what (and however much, or little) as you want. Watch as much TV, and watch whatever you want. Walk, sleep, read, do whatever you want to do, own the day it will be what you make it. https://t.co/9FJdBSLKa1",not_sarcastic
"I made a thing. My first attempt at mixed media, steampunk style as a gift to @bbmatt 14 years of not killing each other. I'm kind of happy with this one. #anniversary #happy #mixedmedia #steampunk #myart https://t.co/NRiuzE3rfu",not_sarcastic
"If you don't eat meat, or just fancy a meatless meal, I'd recommend this, it's delicious. I made it last night and as there are two of us and lots of pie we're having it again tonight. # vegetarian https://t.co/LfUE5kx8CR",not_sarcastic
"do other people have extremely long, meticulously detailed, and always stressful to downright terrifying dreams that u could easily turn into a book or screenplay if u had any sort of motivation or do i just have Trauma",not_sarcastic
getting into a high speed chase with the cops but using my turn signals in accordance with the law the whole time,not_sarcastic
"sometimes i gaslight myself into thinking my fear of and general discomfort with men is stupid and i'm actually just a shitty person who makes broad assumptions about ppl due to past trauma but then i speak to One and immediately trust my instincts again, stronger than before",not_sarcastic
"Uh oh, what if after Trump recovers and tells everyone it wasn't a big deal all of his supporters will stop taking this seriously??",not_sarcastic
"If you replaced every 1 million dollars Jeff Bezos is worth for 1 dollar, he would have $200,000, which is still more wealth than is owned by millions of Americans.",not_sarcastic
for the love of god someone please teach timothee chalamet how to enunciate,not_sarcastic
Did anyone else used to have the local church walk past their house with a giant crucifix on good Friday or did I just live a really fucking weird childhood?!,not_sarcastic
As for the fans who walked out when pompey scored in extra time... You're morons. Don't come to a match like this if you're not in it for the long haul. Absolutely pathetic.,not_sarcastic
"That was the most mentally draining match I've ever been at. I wish the outcome was different, but I am still so proud of you @SunderlandAFC. My first match at Wembley with my big boy ❤️❤️",not_sarcastic
Great effort @Patriots We'll get em all next year,not_sarcastic
Great effort @Patriots We'll get em all next year,not_sarcastic
What a night of fights. #UFC200,not_sarcastic
i got a job. i think i will like it. ^_^,not_sarcastic
hey @phoebe_bridgers i’m free tomorrow btw. The 14th. I’m free on the 14th. Tomorrow. fyi😃,not_sarcastic
the sexual tension between my fist and the computer screen,not_sarcastic
salsa verde appreciation tweet,not_sarcastic
"Today I learned that kitties do this thing called ""making biscuits"" when they're happy and content, and that's the most wholesome thing ever.",not_sarcastic
"Going to enjoy some brunch with the honey love, but my banana pancakes are a fail. 😓 https://t.co/W3ccwE5Oyc",not_sarcastic
New obsession! scrambled egg with bananna mixed in!,not_sarcastic
My life is complete. Just had the best peanut butter and toffee cupcake ever 😍,not_sarcastic
Birthday in 9 days and home in 15 👍😁,not_sarcastic
"That’s it, I’m supporting Brentford from now on. (And I want the crying old gent in the crowd as my bestie)",not_sarcastic
Anyone else getting goosebumps watching @TomDaley1994 ? Incredible 🥺❤️,not_sarcastic
Just booked tickets for Santa’s Grotto for the kids. Organisation is key 🙋🏻‍♀️,not_sarcastic
"Aaah, the antidote to a crazy world @TheRepairShop @Jay_n_Co ♥️ #therepairshop",not_sarcastic
"What's going on in #Bromley Town centre, alarms and sirens going off like mad",not_sarcastic
"Anyone at @wembleystadium for @fleetwoodmac and think the sound is crap? Paid a fortune for this, sort it out! #wembleystadium #fleetwoodmac",not_sarcastic
@asda just visited your Tamworth store for balloons for my brother’s birthday. Just got them through the door and the 2 has exploded!! https://t.co/NcZ0HGYosI,not_sarcastic
Look at me go. I've won myself afternoon tea! http://t.co/H7XR5XRnnz,not_sarcastic
BOSS BURGERS - POSSIBLY THE BEST BURGER I'VE EVER HAD,not_sarcastic
My mum seriously out here trying to convince me The Queen has gone part time,not_sarcastic
"“Oven ready, shove it in the microwave” and this man is our PM✌🏼",not_sarcastic
It’s deadline week so naturally my laptop has given up on me looks like an all nighter at the library is on the books,not_sarcastic
"Yes, it's unfortunate that we are in lockdown again - however, this blame mentality isn't helping anyone. With everything we've experienced during lockdown, we shouldn't move forward with divisive and unkind comments but instead with unity and compassion 💕 #leicesterlockdown",not_sarcastic
Very exciting to see rapper @Santandave1 referencing Of Mice and Men on his verse 👏🏽😂 https://t.co/4onZzT8ze8,not_sarcastic
Thoroughly enjoyed my first TeachMeet! Would definitely recommend it. It's like a teacher version of #TEDTalks @TeachMeetLeics,not_sarcastic
Yesterday was my last shift in retail and it still doesn’t feel real,not_sarcastic
Had no idea Deliciously Ella was in the Zac Efron documentaries on Netflix!,not_sarcastic
This is my third time watching Jane the Virgin and I can guarantee I'll be watching it again as soon as I finish it. It's my comfort show which is surprising considering how dramatic it is.,not_sarcastic
"After 9 years working in retail, today is my last ever Saturday shift 🤪",not_sarcastic
Lol those tea towels your parents could buy when you were in reception at primary school with all the wobbly self portraits,not_sarcastic
What’s in the pollen this year bcos this hayfever is up in my GRILL,not_sarcastic
For the first time my outfit doesn't have black in it.   Proud of myself.,not_sarcastic
I'm glad I'm vacationing in a state where I can wear my shades the entire time without people questioning it,not_sarcastic
I always come up with some pretty interesting concepts for movies or tv shows right before I fall asleep. Then I wake up and forget them...  Why is life so cruel,not_sarcastic
how has jennifer garner literally not aged #yesday,not_sarcastic
our new neighbours told macauley their names and a couple of peoples names on the street and all he remembered was the name of the cat and dog 🙄😂,not_sarcastic
super duper grateful to everyone i have in my life 🥰,not_sarcastic
"Hindsight is a wonderful thing, but surely the head hochos at EFL, FA, UEFA, FIFA should've cut some matches when starting the season a month late- No need for so many European ties with 2 legs, International friendlies nor League Cup. So many injuries already- many more to come.",not_sarcastic
"Today was the first time I wished Covid-19 had happened 20years ago - back in school, wearing a mask, no need to strain every sinew to quell a yawn.  Bliss.",not_sarcastic
"Step up TooBigToPlayFootball BEAST Adebayo Akinfenwa, nearly 39, to score 1st first goal in 2nd tier &amp; gives us TINY chance of staying up in 1st ever season in Championship.  Jog on SuperLeagues &amp; anti-football Egomaniacs' 8 figure pay outs getting sacked.  THIS is REAL football!",not_sarcastic
Surely I’m not the only one who was disappointed by that ending... #Bodyguard,not_sarcastic
Miley Cyrus singing Jolene is easily one of my favourite things in the world 😌,not_sarcastic
What a horrible day 😔,not_sarcastic
First official day of maternity leave and the sun is beaming! Let’s hope this is a sign of the summer to come 👏🏼☀️,not_sarcastic
Why perform at the @BRITs if you’re going to mime? 🧐,not_sarcastic
Nothing quite says “back to work January blues” like pouring soup into a microwaveable vessel ready to take to work in the morning 🙃,not_sarcastic
NOBODY TOLD ME that you can KNIT CLOTHING for the FARM ANIMALS in cottage living. This is my life now.,not_sarcastic
Every time I comment on a TikTok asking for captions and the creator actually starts adding captions I get a happy little feeling in my chest thank you 💜💜💜💜,not_sarcastic
my love language is now just sending you tiktoks,not_sarcastic
When your too good to people they will take &amp; take until you have nothing left.,not_sarcastic
Me and addilyn are both sick and I’m just praying we don’t have covid 😭,not_sarcastic
I am really really feeling defeated today just ready to go to bed,not_sarcastic
My ex got the covid vaccine..he kept saying he wasn’t going to get it and I told him about my medical issues and how it’s not about him but people like me..and he thought about it and got it. He gets his second dose next month!,not_sarcastic
My husband got his first Pfizer vaccine today! So glad he’s finally able to get it!,not_sarcastic
I hired a housekeeper...I didn’t want to but I’m feeling exhausted to where I’m running on fumes constantly.,not_sarcastic
@RealCarlVernon The only thing in danger of being spread is good sense!,not_sarcastic
Wonder what catastrophe is going to be broadcast on Friday the 13th? https://t.co/udHa9eoAx1,not_sarcastic
"@nypost Since going keto, I haven't had sunburn, and I haven't used sunscreen either.  Also, since losing weight, when all my obese friends are sweating their nuts off, I seem to have a high heat tolerance.  One of many surprising benefits of a low carb lifestyle.",not_sarcastic
"Working in stately homes means walking in to a tap running that definitely wasn't when you locked up (and isn't broken), and hearing the doorstop that you're looking for knock against a cabinet when you're not in that part of the room.",not_sarcastic
Sundays are officially for those 'first day at school' new job nerves https://t.co/WGjolXq5o5,not_sarcastic
Beautiful exhibition of origami peace cranes at Edinburgh's St John's Church. https://t.co/XCwDzMLjsz,not_sarcastic
PSA: a part ≠ apart. They mean opposite things.,not_sarcastic
"checked ring footage last eve. shoutout to unknown neighbor who, despite being very pregnant and walking around icy sidewalks, drove to my house and delivered three of my UPS packages wrongly delivered to her. Not that she knew, but it was over $100 worth of stuff! 🙏🏻",not_sarcastic
"Entering my third year of consistent yoga practice. I’m physically and mentally stronger than I’ve ever been. I am a more grounded, better version of myself when I practice and I’m so grateful to my studio community and to myself for sticking with it 🙏🏻",not_sarcastic
so like does anyone even remember what happened in september,not_sarcastic
i've saved so much money by not eating out during this pandemic that i might have to buy random things just to keep my account balance humbled,not_sarcastic
how old were u when u found out omaha steaks wasn't a restaurant,not_sarcastic
So relieved my daughters school has closed next week. I was so torn on what to do,not_sarcastic
"Always here if anyone needs to talk during this time, if you need someone to listen please message me x",not_sarcastic
"Watching Vivo at 4.30 for first time, my 6 year old already knows the soundtrack as she loves @Lin_Manuel I'm pretty impressed!",not_sarcastic
Saw @Harry_Styles in Hampstead today. What a fine young specimen of a man. My lord. Handsome. 💚☘️,not_sarcastic
"My god, he’s even a hopeless kisser 😭 #matthanock https://t.co/yyfq9UDfNg",not_sarcastic
"Wishing you all the luck today @britneyspears - we are all ROOTING for you, for change and for your freedom. All the love 💚☘️ #FreeBritney",not_sarcastic
Ah yes. After a decent birthday it is now time to stress out about money again.,not_sarcastic
art is annoying to get good at.,not_sarcastic
man savathuns design is so fuckin creepy I love her.,not_sarcastic
There’s something about a pretty sky that improves my mood x100,not_sarcastic
Hangovers are inhumane,not_sarcastic
Perk of being ill is having my dad treat me like the queen for the week,not_sarcastic
I kinda dig @taylorswift13's new album.,not_sarcastic
Big Ster! #GoHeels,not_sarcastic
I hope the Knicks make a run to the finals. This atmosphere is so fun to watch.,not_sarcastic
Pitch looks flat as a pancake so India might as well make hay. I don’t fancy England batting last though. I wonder if Kohli regrets not selecting Ashwin now? #ENGvIND #INDvsEND #bbccricket #cricket,not_sarcastic
Well that was humiliating for India. No clouds and yet Anderson still delivers. I expect India to come back hard. #Cricket #INDvENG #ENGvsIND #3rdTest #bbccricket,not_sarcastic
I don’t think I’ve seen Root look so ‘ungetoutable.’ Must be driving India nuts. I’ve done it now. #cricket #BBCCricket #ENGvIND #INDvENG,not_sarcastic
The end of of S3E2 money heist makes me v happy,not_sarcastic
Some guy is whistling better by khalid and it sounds so good but i dont wanna say anything cos hes a grown ass dude,not_sarcastic
Greenwood best youngster in the league btw,not_sarcastic
Woah. This anime recommendation I am identifying with way too hard tbh. Because it is pretty spot on. It is also so dark I should probably not even mention the name. owo,not_sarcastic
Just got off the phone with the human trafficking network again. The woman on the phone was super nice and loved my usual one liner antics. ♡,not_sarcastic
There is truly nothing like my shitty mother and half sibling doing a wellness check on me and even the local police automatically siding with me when I explained the situation and my relationship with the two of them. You two can go fuck yourselves.,not_sarcastic
just letting everyone know that iceland deserved to win,not_sarcastic
i am so happy about jenna and julien getting engaged,not_sarcastic
seonghwa is still one of the most gorgeous men ive ever seen,not_sarcastic
i just saw the loveliest cat on the way home :),not_sarcastic
first vaccine done eeeeeeeeek,not_sarcastic
"happy cinema reopening day, remember to support independent cinemas &lt;3",not_sarcastic
"My tattoo got cancelled and I hooked up with my ex, how’s your week going?",not_sarcastic
Just ordered vegan pizza and garlic bread from a place I’ve never been to before. I’m excited.,not_sarcastic
"When I feel like shit I like to go on wish, add a load of crap to my basket and then delete the app without buying any of it. Satisfies my need for shopping but doesn’t contribute to fast fashion.",not_sarcastic
In ​Bostrom's words: https://t.co/eqt6oEjwcX,not_sarcastic
"@TheActivatedPod @missheathenisa1 I'm not sure why they shot him,  it would help if we could see both sides of what happened.",not_sarcastic
"@JohnRMoffitt @JMPeck69 @txswede2010 ""We are all connected""",not_sarcastic
"I try to not get political here, but...  I'm going the hell off now.  If you think being told ""hey get a vaccine or get a test"" is a problem, get COVID and die.  I'm done playing nice anymore with you uneducated morons.   My freedom to live my life is impacted by your ""freedumz""",not_sarcastic
"The way the Orioles have bene playing since the end of the losing streak gives me hope for next year. Reminds me of the end of 2011, where they were giving teams hell down the stretch.",not_sarcastic
"Of course the Orioles would end their losing streak on a night where they face the odds on MVP/Cy Young favorite.  Hitting 3 homers off him.  Having him strike out 3 times, and not hit a ball out of the infield.   And come back from a 6-2 deficit.   Of course.",not_sarcastic
trying to watch narnia and nathan and michael are fully sat here trying to figure out how the time zones between narnia and earth work,not_sarcastic
people who think it’s funny to spike drinks are the actual scum of the earth,not_sarcastic
so woke up this morning and have missed my first lecture already lol BUT I did leave myself a chicken nugget to wake up to,not_sarcastic
Andre 3000 is too good for any of this shit,not_sarcastic
Can some good tv writer remake FlashForward and do it good please,not_sarcastic
The greatest! RIP :( https://t.co/FhSK12JNRQ,not_sarcastic
Good deeds don't go unnoticed 😇,not_sarcastic
Nothing pisses me off more than people with double standards 👌🏻,not_sarcastic
Too much on my mind 😖,not_sarcastic
i’m so so in love my heart might burst,not_sarcastic
"hi, I’m doing my first fieldwork in assistive tech and I’m soooo!!! excited!!!",not_sarcastic
every day I check for the Stardew Valley 1.5 update on Switch and every day God forsakes me,not_sarcastic
"Of all the things I've done this summer, surprising sis at @TAMU for move-in day might be my favorite. Wishing this weekend had never ended! https://t.co/5RiwnACMm2",not_sarcastic
HAPPY TWENTIETH @ocodom24!Eat lots of Poptarts today!!!,not_sarcastic
That’s it for my first-ever live Twitter chat! Thanks for following along! #JMC4412,not_sarcastic
"When youuurrrrrr Ubereats driver is legit two minutes away from your house, and then cancels your order, saying you didn’t answer the door. 🕵🏻‍♀️ 🧐🧐🧐 I know you ate my food Randy, I hope it gave you diarrhea 😤",not_sarcastic
"Yesterday a stranger went into detail telling me how much better her new man is compared to her ex husband at oral sex, and it was a weird conversation but I guess I’m happy for her. New Year new mens.",not_sarcastic
I want to touch alex caruso’s bald head,not_sarcastic
i can see the finish line,not_sarcastic
"Study, study, study",not_sarcastic
a good night of dancing. i feel replenished. time to finish out the week with a bang,not_sarcastic
@PaversShoes Love these boots-just my style.,not_sarcastic
"So used to having peppa pig on in the background for my daughter, it was 5 minutes before i realised she hadn't been in the room for ages (in kitchen with daddy) and it was just me watching it! #peppapig",not_sarcastic
Today my little lady started school-how on earth did that happen? #FirstDayofSchool,not_sarcastic
It's absolutely wild to me that adults spend the whole weekend not having to think about school,not_sarcastic
"My uber driver talked about the failing American education system, the American dream, and doing acid in Amsterdam all in a 10 minute span",not_sarcastic
I hate this guy so much https://t.co/lHPKXjNLL4,not_sarcastic
I have such an obsession with white shoes but can’t keep them clean. Someone help me :(,not_sarcastic
Being able to open all of the windows today because it’s warm makes me so 🥺🥺🥺,not_sarcastic
Just spent so much money at Barnes and noble. No one talk to me. I’ll be busy for awhile,not_sarcastic
Today is another day where I haven't met Danny Devito and I am sad,not_sarcastic
2020 couldn’t get any worse https://t.co/PeBHqsc2MB,not_sarcastic
everyone please stop playing Old Town Road I’m begging you,not_sarcastic
Happy Cinco de Mayo to all my three taco eaters out there— being full after two is a sham and out right lie,not_sarcastic
How do I tell my wawa they’ve had mocha mint (🤮) in the regular ice coffee slot for two months,not_sarcastic
I would like to motion for movie theaters to start pick up or delivery popcorn,not_sarcastic
I think im going to treat myself to a mani-pedi this weekend.,not_sarcastic
I. Am. So. Tired. And impatient. And cranky. SOS. https://t.co/f7UPtIybWV,not_sarcastic
Please send allllll the good vibes. The decision on the house we put an offer on is happening tomorrow. Please universe. You’ve shit on me a lot this month and it’s only the 9th 😩 https://t.co/cy8TKjMdkF,not_sarcastic
Can't sleep,not_sarcastic
Crocodile tears!! It's too late to save yourself now luv!,not_sarcastic
So when the #hulk gets mad he bursts out of all his clothes right? So why do his trousers stay on?!?!?,not_sarcastic
"I think this is growing up...I never watch vh1 or MTV anymore, only hgtv and the food network...oh and of course SVU",not_sarcastic
I can't wait until I am making money again this summer and can buy Harley tons of presents always,not_sarcastic
I hate that I wasted my whole weekend 😠,not_sarcastic
"it’s been 3 years, i know i will sob the second they walk on stage https://t.co/qCuo6I9SQq",not_sarcastic
cant believe im missing silvacre kiss bcos of seeing anna &amp; chris in constellations😭,not_sarcastic
I WISH I WAS SMART ENOUGH FOR FIND THE DOCTOR,not_sarcastic
the way uni won’t give me extra time on assessments despite them replacing exams (which i get time for) because of covid 🤩🤩🥰😍,not_sarcastic
getting in a crash on january 1st seemed like the worst thing in the world but i’ve just been given the fittest hire car so 😚silver linings😚,not_sarcastic
accepted for beat the chasers audience✅ level up ✅,not_sarcastic
Tim for prime minister #TheCircle,not_sarcastic
#lateishshow abz from five https://t.co/Twio2C9XfW,not_sarcastic
Really want to see the goggleboxers watching Bridgerton #Gogglebox,not_sarcastic
Reina when we first put on her Halloween costume vs when we started saying how cute she was: https://t.co/nK6HAD8scD,not_sarcastic
Our little pumpkin is due April 2021! 🧡 https://t.co/WPsyO8ZqX8,not_sarcastic
"I love my boyfriend’s grandparents, but Greg had to say “if god exists” and now we’ve been getting preached at for 30 minuets about the Bible and I wanna go to bed please",not_sarcastic
i know i’m going through it when i can’t even fake tan,not_sarcastic
it’s incredibly ironic how those sharing suicide awareness posts on facebook are also the ones who shame people with mental health problems,not_sarcastic
why is it always when i have no money that my gym shoes suddenly have a hole in!! :(,not_sarcastic
Velvet Buzzsaw was good and all but I’m sorry how is Morf a literal millionaire and uses a flip phone from 2004,not_sarcastic
me: I’m gonna wash my hair and shave my legs!  Me instead: I’m gonna dissociate in the shower for 45 minutes,not_sarcastic
why did no one tell me that SSRIs cause hand shaking/jitters cause this shit sucks,not_sarcastic
i'm going to be 21 tomorrow and i'm really just excited for cake.,not_sarcastic
stevie wonder has the best feel good music.,not_sarcastic
